Department,CourseNumber,Prerequisites,Offerings,ParsedPrerequisites,numberOfOfferings
PHYS,313,PHYS 121 or 126 or 141 (or PHYS 102 with a minimum grade of B); MATH 232 or 240; both with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']","(PHYS121,PHYS126,PHYS141,PHYS102),(MATH232,MATH240)",2
PHYS,321,"PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 252 or MATH 254; MATH 260 or MATH 310. All prerequisite courses require a minimum grade of C-, unless specified.","['Spring 2025', 'Spring 2024']","(PHYS121,PHYS126,PHYS141,PHYS102),(MATH252,MATH254),(MATH260,MATH310)",2
PHYS,326,PHYS 234 with a minimum grade of C-.,['Fall 2024'],(PHYS234),1
PHYS,335,"Completion of 30 units, with a minimum GPA of 2.75 in the physics program. Students should apply to the department at least one term in advance.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHYS,336,PHYS 335 followed by 12 units. A minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PHYS335),5
PHYS,344,PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 251; both with a minimum grade of C-.,['Fall 2024'],"(PHYS121,PHYS126,PHYS141,PHYS102),(MATH251)",1
PHYS,346,CHEM 120 or 121; PHYS 102 or 121 or 126 or 141; MATH 152 or 155; all with a minimum grade of C-.,['Spring 2024'],"(CHEM120,CHEM121,PHYS102,PHYS121,PHYS126,PHYS141,MATH152,MATH155)",1
PHYS,347,Completion of 45 units including CHEM 122; MATH 152 or MATH 155; PHYS 102 or PHYS 121 or PHYS 126 or PHYS 141; all with a minimum grade of C-. Recommended: BISC 101.,"['Spring 2025', 'Spring 2024']","(CHEM122,MATH152,MATH155,PHYS102,PHYS121,PHYS126,PHYS141)",2
PHYS,365,,['Fall 2024'],,1
PHYS,384,MATH 252 or 254; MATH 260 or MATH 310; PHYS 211; PHYS 255 or ENSC 320. All prerequisite courses require a minimum grade of C-.,['Fall 2024'],"(MATH252,MATH254,MATH260,MATH310,PHYS211,PHYS255,ENSC320)",1
PHYS,385,MATH 252 or MATH 254; MATH 260; PHYS 255; PHYS 285 or ENSC 380 or CHEM 260. All prerequisite courses require a minimum grade of C-. Recommended Prerequisite: PHYS 211.,['Fall 2024'],"(MATH252,MATH254,MATH260,PHYS255,PHYS285,ENSC380,CHEM260)",1
PHYS,390,PHYS 211; CHEM 120 or CHEM 121; both with a minimum grade of C-.,['Spring 2024'],"(PHYS211,CHEM120,CHEM121)",1
PHYS,391,"PHYS 233 or equivalent, with a minimum grade of C-. Recommended Prerequisite: CMPT 120 or equivalent.",['Spring 2025'],(PHYS233),1
PHYS,395,MATH 260 or MATH 310; PHYS 255; CMPT 120 or equivalent. All prerequisite courses require a minimum grade of C-.,"['Spring 2025', 'Spring 2024']","(MATH260,MATH310,PHYS255,CMPT120)",2
PHYS,413,PHYS 384 or permission of the department. Non-physics majors may enter with MATH 252; MATH 260 or MATH 310; PHYS 211. All prerequisite courses require a minimum grade of C-.,['Fall 2024'],"(PHYS384),(MATH252,MATH260,MATH310,PHYS211)",1
PHYS,415,PHYS 385; either PHYS 384 or MATH 314. All prerequisite courses require a minimum grade of C-.,"['Spring 2025', 'Spring 2024']","(PHYS385,PHYS384),(PHYS385,MATH314)",2
PHYS,416,"PHYS 385; PHYS 384 or both MATH 314 and MATH 419, or equivalent. All prerequisite courses require a minimum grade of C-.",['Spring 2025'],"(PHYS385,PHYS384),(PHYS385,MATH314,MATH419)",1
PHYS,421,PHYS 321 (no substitution); PHYS 255 or ENSC 380; both with a minimum grade of C-.,['Fall 2024'],"(PHYS321,PHYS255,ENSC380)",1
PHYS,432,All students interested in taking this course must consult with their faculty supervisor regarding prerequisites.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PHYS,435,PHYS 336 and 60 units with a minimum cumulative GPA of 2.75.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PHYS336),5
PHYS,436,PHYS 435 followed by 12 units. A minimum cumulative GPA of 2.75.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PHYS435),5
PHYS,437,PHYS 436 and a minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PHYS436),5
PHYS,445,"PHYS 344 or CHEM 360, with a minimum grade of C-. Recommended: PHYS 385.","['Spring 2025', 'Spring 2024']","(PHYS344),(CHEM360)",2
PHYS,455,PHYS 321 with a minimum grade of C-. Corequisite: PHYS 385.,['Spring 2024'],(PHYS321),1
PHYS,465,"PHYS 385 or CHEM 364, with a minimum grade of C-.",['Fall 2024'],"(PHYS385),(CHEM364)",1
PHYS,485,PHYS 385 or CHEM 364; PHYS 313 or permission from instructor for non-physics students; all with a minimum grade of C-.,"['Spring 2025', 'Spring 2024']","(PHYS385,CHEM364,PHYS313)",2
PHYS,490,"PHYS 313 and PHYS 384, both with a minimum grade of C-.",['Fall 2024'],"(PHYS313,PHYS384)",1
PLAN,300,PLAN 100 or PLAN 200.,['Spring 2025'],"(PLAN100),(PLAN200)",1
PLAN,302,"PLAN 100 or PLAN 200; one of PLAN 300 or PLAN 319, or REM 319; and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.","['Spring 2025', 'Fall 2024', 'Spring 2024']","(PLAN100,PLAN200,PLAN300),(PLAN100,PLAN200,PLAN319),(PLAN100,PLAN200,REM319)",3
PLAN,319,45 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
PLAN,400,PLAN 100 or PLAN 200; and 60 units.,"['Spring 2025', 'Spring 2024']","(PLAN100,PLAN200)",2
PLAN,402,PLAN 302 and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PLAN302),4
PLAN,404,PLAN 100 or PLAN 200; REM 207 or any INDG course; and 75 units. Recommended: REM 319 or PLAN 319.,['Fall 2024'],"(PLAN100,PLAN200,REM207),(PLAN100,PLAN200,INDG)",1
PLAN,406,PLAN 100 or PLAN 200; and 60 units.,['Summer 2024'],"(PLAN100,PLAN200)",1
PLAN,408,PLAN 100 or PLAN 200; and 60 units.,"['Summer 2025', 'Spring 2024']","(PLAN100,PLAN200)",2
PLAN,443,PLAN 100 or PLAN 200; and 60 units.,"['Summer 2025', 'Fall 2024', 'Spring 2024']","(PLAN100,PLAN200)",3
PLAN,495,"PLAN 300, PLAN 302 or ENV 302, and 75 units; or with instructor permission. Students must be enrolled in the bachelor of environment in resource and environmental (planning) program.","['Fall 2024', 'Spring 2024']","(PLAN300,PLAN302,ENV302)",2
PLCY,200,,"['Spring 2025', 'Fall 2024']",,2
PLCY,300,45 units.,"['Spring 2025', 'Spring 2024']",,2
PLCY,400,PLCY 300 and 60 units.,['Fall 2024'],(PLCY300),1
PLCY,401,PLCY 200 and PLCY 300.,['Spring 2025'],"(PLCY200,PLCY300)",1
POL,121,,"['Summer 2024', 'Spring 2024']",,2
POL,131,,['Spring 2024'],,1
POL,132,,"['Spring 2025', 'Summer 2024', 'Spring 2024']",,3
POL,141,,"['Fall 2024', 'Spring 2024']",,2
POL,151,,"['Spring 2025', 'Fall 2024', 'Summer 2024']",,3
POL,201,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']",,4
POL,210,POL 100 or permission of department.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(POL100),3
POL,221,POL 100 or 151 or permission of department.,"['Fall 2024', 'Spring 2024']","(POL100),(POL151)",2
POL,222,POL 100 or 151 or permission of department.,"['Spring 2025', 'Summer 2024', 'Spring 2024']","(POL100),(POL151)",3
POL,244,,"['Spring 2025', 'Spring 2024']",,2
POL,253,,"['Spring 2025', 'Summer 2024', 'Spring 2024']",,3
POL,315,POL 201 or permission of instructor.,['Spring 2024'],(POL201),1
POL,316,POL 210 or permission of the department.,['Fall 2024'],"(POL210),(POL312),(POL313)",1
POL,318,Six lower division units in Political Science or permission of the department.,['Fall 2024'],,1
POL,321,Six lower division units in political science or permission of the department.,['Spring 2024'],,1
POL,324,Six lower division units in political science or permission of the department.,['Summer 2024'],,1
POL,325,Six lower division units in political science or permission of the department.,['Spring 2025'],,1
POL,332,Six lower division units in political science or permission of the department.,['Spring 2025'],,1
POL,339,Six lower division units in political science or permission of the department.,['Fall 2024'],,1
POL,340,Six lower division units in Political Science or permission of the department.,['Fall 2024'],,1
POL,342,Six lower division units in political science or permission of the department.,['Summer 2024'],,1
POL,344,Six lower division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']",,2
POL,346,Six lower division units in political science or permission of the department.,"['Summer 2025', 'Spring 2024']",,2
POL,347,Six lower division units in political science or permission of the department.,['Fall 2024'],,1
POL,348,POL 141 and three lower division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']",(POL141),2
POL,349,Six lower division units in Political Science or permission of the department.,"['Spring 2025', 'Summer 2024', 'Spring 2024']",,3
POL,350,30 units.,"['Summer 2025', 'Spring 2025', 'Spring 2024']",,3
POL,374,Six lower division units in political science or permission of the department.,['Spring 2025'],,1
POL,381,Six lower division units in political science or permission of the department.,['Fall 2024'],,1
POL,390,"One of POL 201, ECON 233, STAT 203 or equivalent.","['Spring 2025', 'Spring 2024']","(POL201),(ECON233),(STAT203)",2
POL,411,POL 210 or 312 or 313; or permission of the department.,['Fall 2024'],"(POL210),(POL312),(POL313)",1
POL,417,Eight upper division units in political science or permission of the department.,['Spring 2024'],,1
POL,428,Eight upper division units in political science or permission of the department.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
POL,429,Eight upper division units in political science or permission of the department.,['Spring 2025'],,1
POL,438,Eight upper division units in political science or permission of the department.,['Spring 2025'],,1
POL,447,Eight upper division units in political science or permission of the department.,['Summer 2025'],,1
POL,448,Eight upper division units in political science or permission of the department.,"['Summer 2025', 'Summer 2024']",,2
POL,455,Eight upper division units in political science or permission of the department.,"['Spring 2025', 'Spring 2024']",,2
POL,458,Eight upper division units in political science or permission of the department.,['Spring 2025'],,1
POL,459,Eight upper division units in political science or permission of the department.,['Spring 2024'],,1
POL,460,Eight upper division units in political science or permission of the department.,['Summer 2025'],,1
POL,463,Eight upper division units in political science or permission of the department.,['Fall 2024'],,1
POL,472,Eight upper division units in political science or permission of the department.,['Spring 2025'],,1
POL,484,Completed minimum 30 units of University courses and GPA of 2.50.,"['Summer 2025', 'Summer 2024']",,2
POL,490,Permission of the department.,['Fall 2024'],,1
POL,496,90 units. By application to the undergraduate chair.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
POL,498,Permission of the department. Students may count only one readings course as credit towards their upper division political science requirements.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
POL,499,Permission of the department (see regulations listed in the Department of Political Science section).,"['Spring 2025', 'Spring 2024']",,2
PSYC,102,Recommended: PSYC 100.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PSYC100),5
PSYC,210,"BC high school Math 12 with a minimum grade of C (2.0) or BC high school Math 11 with a minimum grade of B- (2.67) or any level MATH or STAT course with a C- (1.67) or FAN X99 taken at SFU with a minimum grade of C (2.00) or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. Corequisite: PSYC 201W, but prior completion recommended.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",,5
PSYC,221,PSYC 100.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(PSYC100),3
PSYC,241,PSYC 102.,"['Summer 2025', 'Fall 2024', 'Spring 2024']",(PSYC102),3
PSYC,250,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(PSYC102),3
PSYC,260,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(PSYC102),3
PSYC,268,PSYC 102.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(PSYC102),3
PSYC,280,PSYC 100. Recommended: BISC 101.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PSYC100),5
PSYC,301,PSYC 201 and 210 and a minimum CGPA of 2.67.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC210)",3
PSYC,303,PSYC 201 and 221 (or 335).,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC221,PSYC335)",3
PSYC,308,PSYC 201.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PSYC201),4
PSYC,325,PSYC 201W and PSYC 280.,"['Spring 2025', 'Summer 2024', 'Spring 2024']","(PSYC201W,PSYC280)",3
PSYC,330,PSYC 201 and 221.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC221)",3
PSYC,352,PSYC 201 and PSYC 250.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC250)",3
PSYC,354,PSYC 201 and 250.,['Spring 2024'],"(PSYC201,PSYC250)",1
PSYC,355,PSYC 201 and 250.,['Summer 2024'],"(PSYC201,PSYC250)",1
PSYC,356,"PSYC 201, 241 and 250.",['Spring 2024'],"(PSYC201,PSYC241,PSYC250)",1
PSYC,357,PSYC 201 and 250 or acceptance into the diploma program in gerontology.,['Spring 2024'],"(PSYC201,PSYC250)",1
PSYC,358,PSYC 201 and 250.,"['Spring 2025', 'Fall 2024']","(PSYC201,PSYC250)",2
PSYC,359,PSYC 201 and PSYC 250 (or PSYC 241).,['Summer 2025'],"(PSYC201,PSYC250),(PSYC201,PSYC241)",1
PSYC,361,"PSYC 201, 260.","['Spring 2025', 'Fall 2024']","(PSYC201,PSYC260)",2
PSYC,362,PSYC 201 and 260.,"['Summer 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PSYC201,PSYC260)",4
PSYC,363,PSYC 201 and 260.,"['Summer 2025', 'Spring 2025', 'Spring 2024']","(PSYC201,PSYC260)",3
PSYC,364,"PSYC 201, 260.","['Spring 2025', 'Spring 2024']","(PSYC201,PSYC260)",2
PSYC,365,PSYC 201.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",(PSYC201),3
PSYC,366,PSYC 201 and PSYC 260.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']","(PSYC201,PSYC260)",4
PSYC,367,"PSYC 201, PSYC 260, PSYC 362.",['Summer 2025'],"(PSYC201,PSYC260,PSYC362)",1
PSYC,370,PSYC 201.,"['Spring 2025', 'Fall 2024']",(PSYC201),2
PSYC,371,PSYC 201 and 241.,['Spring 2025'],"(PSYC201,PSYC241)",1
PSYC,376,PSYC 201W and PSYC 268. Recommended: PSYC 210.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201W,PSYC268)",3
PSYC,379,PSYC 201 and 268. PSYC 241 is recommended.,['Spring 2024'],"(PSYC201,PSYC268)",1
PSYC,381,PSYC 201 and 280.,['Spring 2024'],"(PSYC201,PSYC280)",1
PSYC,382,"PSYC 201, 221, and 280.","['Spring 2025', 'Summer 2024']","(PSYC201,PSYC221,PSYC280)",2
PSYC,383,PSYC 201 and 280.,"['Summer 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC280)",3
PSYC,385,PSYC 201W.,['Spring 2024'],,1
PSYC,386,PSYC 201 and 280.,"['Fall 2024', 'Spring 2024']","(PSYC201,PSYC280)",2
PSYC,388,PSYC 201 and 280.,"['Summer 2025', 'Fall 2024', 'Summer 2024']","(PSYC201,PSYC280)",3
PSYC,391,PSYC 201. Other prerequisites vary by topic offering.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PSYC201),5
PSYC,393,"PSYC 201, 60 units, a UDGPA of at least 2.5, and permission of the department. Tri-council ethics certificate.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']",(PSYC201),5
PSYC,402,"PSYC 201, 210, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025'],"(PSYC201,PSYC210)",1
PSYC,410,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0.",['Fall 2024'],"(PSYC201,PSYC210,PSYC301)",1
PSYC,411,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0. Recommended: PSYC 410.",['Spring 2024'],"(PSYC201,PSYC210,PSYC301)",1
PSYC,425,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved.",['Summer 2025'],,1
PSYC,426,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved.",['Summer 2025'],,1
PSYC,441,"PSYC 201, 210, 241, and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.","['Fall 2024', 'Spring 2024']","(PSYC201,PSYC210,PSYC241)",2
PSYC,450,"PSYC 201, 210, 250 and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']","(PSYC201,PSYC210,PSYC250)",4
PSYC,457,"75 units, including PSYC 301 with a minimum grade of B and permission of a Co-Chair of the Behavioural Neuroscience Program Committee.",['Fall 2024'],(PSYC301),1
PSYC,459,A minimum grade of B in PSYC 457.,"['Spring 2025', 'Spring 2024']",(PSYC457),2
PSYC,461,"PSYC 201, 210, 260, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2024'],"(PSYC201,PSYC210,PSYC260)",1
PSYC,476,"PSYC 201, 210, 268, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025'],"(PSYC201,PSYC210,PSYC268)",1
PSYC,480,"PSYC 201, 210, 280, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025'],"(PSYC201,PSYC210,PSYC280)",1
PSYC,490,"75 units, PSYC 300 and 301, both with a minimum grade of 3.0, CGPA 3.33, and permission of the department.",['Fall 2024'],"(PSYC300,PSYC301)",1
PSYC,491,"PSYC 201, 210, 60 units, a CGPA of 3.0. Other prerequisites vary by topic offering.","['Spring 2025', 'Spring 2024']","(PSYC201,PSYC210)",2
PSYC,493,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PSYC201,PSYC210)",5
PSYC,494,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PSYC201,PSYC210)",5
PSYC,495,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']","(PSYC201,PSYC210)",5
PSYC,499,PSYC 490.,"['Spring 2025', 'Spring 2024']",(PSYC490),2
PUB,101,,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
PUB,131,,['Fall 2024'],,1
PUB,231,PUB 131 or equivalent. IAT 102 is recommended.,['Spring 2024'],(PUB131),1
PUB,331,PUB 231.,['Fall 2024'],(PUB231),1
PUB,332,PUB 231.,"['Spring 2025', 'Summer 2024', 'Spring 2024']",(PUB231),3
PUB,350,60 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']",,3
PUB,371,60 units.,['Fall 2024'],,1
PUB,372,60 units.,"['Summer 2025', 'Spring 2025', 'Spring 2024']",,3
PUB,375,60 units.,['Fall 2024'],,1
PUB,410,60 units.,['Spring 2025'],,1
PUB,411,,['Spring 2025'],,1
PUB,431,PUB 331 or PUB 332.,['Spring 2024'],"(PUB331),(PUB332)",1
PUB,438,"PUB 231. IAT 102, CMNS 253, and CMNS 354 highly recommended.",['Summer 2024'],(PUB231),1
PUB,448,60 units.,"['Spring 2025', 'Spring 2024']",,2
PUB,450,75 units.,['Spring 2025'],,1
PUB,456,75 units.,"['Fall 2024', 'Spring 2024']",,2
PUB,458,75 units.,"['Summer 2025', 'Summer 2024']",,2
PUB,480,75 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']",,4
REM,200,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100.","['Spring 2025', 'Spring 2024']","(REM100),(GEOG100),(GEOG111),(EVSC100)",2
REM,207,,"['Spring 2025', 'Spring 2024']",,2
REM,211,,['Fall 2024'],,1
REM,221,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100.","['Spring 2025', 'Spring 2024']","(REM100),(GEOG100),(GEOG111),(EVSC100)",2
REM,225,18 units.,['Fall 2024'],,1
REM,311,REM 100 or EVSC 100; BISC 204 or GEOG 215 or REM 211; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent. Recommended: REM 225.,"['Spring 2025', 'Fall 2024', 'Spring 2024']","(REM100,EVSC100,BISC204,GEOG215,REM211,STAT201,STAT203,STAT205,GEOG251)",3
REM,319,45 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']",,4
