Department,CourseNumber,ParsedPrerequisites,numberOfOfferings,Prerequisites,Offerings
PSYC,383,"(PSYC201,PSYC280)",3,PSYC 201 and 280.,"['Summer 2025', 'Fall 2024', 'Spring 2024']"
PSYC,385,,1,PSYC 201W.,['Spring 2024']
PSYC,386,"(PSYC201,PSYC280)",2,PSYC 201 and 280.,"['Fall 2024', 'Spring 2024']"
PSYC,388,"(PSYC201,PSYC280)",3,PSYC 201 and 280.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
PSYC,391,(PSYC201),5,PSYC 201. Other prerequisites vary by topic offering.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,393,(PSYC201),5,"PSYC 201, 60 units, a UDGPA of at least 2.5, and permission of the department. Tri-council ethics certificate.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,402,"(PSYC201,PSYC210)",1,"PSYC 201, 210, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025']
PSYC,410,"(PSYC201,PSYC210,PSYC301)",1,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0.",['Fall 2024']
PSYC,411,"(PSYC201,PSYC210,PSYC301)",1,"PSYC 201, 210, 301, 60 units, and a CGPA of 3.0. Recommended: PSYC 410.",['Spring 2024']
PSYC,425,,1,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved.",['Summer 2025']
PSYC,426,,1,"30 units, PSYC 201, other prerequisites vary by topic offering, permission from the Field School Director. Students may be required to successfully complete a Criminal Record Check depending on the site of the field school and the community partners involved.",['Summer 2025']
PSYC,441,"(PSYC201,PSYC210,PSYC241)",2,"PSYC 201, 210, 241, and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.","['Fall 2024', 'Spring 2024']"
PSYC,450,"(PSYC201,PSYC210,PSYC250)",4,"PSYC 201, 210, 250 and 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
PSYC,457,(PSYC301),1,"75 units, including PSYC 301 with a minimum grade of B and permission of a Co-Chair of the Behavioural Neuroscience Program Committee.",['Fall 2024']
PSYC,459,(PSYC457),2,A minimum grade of B in PSYC 457.,"['Spring 2025', 'Spring 2024']"
PSYC,461,"(PSYC201,PSYC210,PSYC260)",1,"PSYC 201, 210, 260, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2024']
PSYC,476,"(PSYC201,PSYC210,PSYC268)",1,"PSYC 201, 210, 268, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025']
PSYC,480,"(PSYC201,PSYC210,PSYC280)",1,"PSYC 201, 210, 280, 60 units, and a CGPA of 3.0. Other prerequisites vary by topic offering.",['Spring 2025']
PSYC,490,"(PSYC300,PSYC301)",1,"75 units, PSYC 300 and 301, both with a minimum grade of 3.0, CGPA 3.33, and permission of the department.",['Fall 2024']
PSYC,491,"(PSYC201,PSYC210)",2,"PSYC 201, 210, 60 units, a CGPA of 3.0. Other prerequisites vary by topic offering.","['Spring 2025', 'Spring 2024']"
PSYC,493,"(PSYC201,PSYC210)",5,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,494,"(PSYC201,PSYC210)",5,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,495,"(PSYC201,PSYC210)",5,"PSYC 201, 210, 60 units, a UDGPA of at least 3.0, and permission of the department.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
PSYC,499,(PSYC490),2,PSYC 490.,"['Spring 2025', 'Spring 2024']"
PUB,101,,3,,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PUB,131,,1,,['Fall 2024']
PUB,231,(PUB131),1,PUB 131 or equivalent. IAT 102 is recommended.,['Spring 2024']
PUB,331,(PUB231),1,PUB 231.,['Fall 2024']
PUB,332,(PUB231),3,PUB 231.,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
PUB,350,,3,60 units.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
PUB,371,,1,60 units.,['Fall 2024']
PUB,372,,3,60 units.,"['Summer 2025', 'Spring 2025', 'Spring 2024']"
PUB,375,,1,60 units.,['Fall 2024']
PUB,410,,1,60 units.,['Spring 2025']
PUB,411,,1,,['Spring 2025']
PUB,431,"(PUB331),(PUB332)",1,PUB 331 or PUB 332.,['Spring 2024']
PUB,438,(PUB231),1,"PUB 231. IAT 102, CMNS 253, and CMNS 354 highly recommended.",['Summer 2024']
PUB,448,,2,60 units.,"['Spring 2025', 'Spring 2024']"
PUB,450,,1,75 units.,['Spring 2025']
PUB,456,,2,75 units.,"['Fall 2024', 'Spring 2024']"
PUB,458,,2,75 units.,"['Summer 2025', 'Summer 2024']"
PUB,480,,4,75 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024']"
REM,200,"(REM100),(GEOG100),(GEOG111),(EVSC100)",2,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100.","['Spring 2025', 'Spring 2024']"
REM,207,,2,,"['Spring 2025', 'Spring 2024']"
REM,211,,1,,['Fall 2024']
REM,221,"(REM100),(GEOG100),(GEOG111),(EVSC100)",2,"One of REM 100, GEOG 100, GEOG 111, or EVSC 100.","['Spring 2025', 'Spring 2024']"
REM,225,,1,18 units.,['Fall 2024']
REM,311,"(REM100,EVSC100,BISC204,GEOG215,REM211,STAT201,STAT203,STAT205,GEOG251)",3,REM 100 or EVSC 100; BISC 204 or GEOG 215 or REM 211; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent. Recommended: REM 225.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
REM,319,,4,45 units.,"['Summer 2025', 'Spring 2025', 'Summer 2024', 'Spring 2024']"
REM,321,,1,45 units.,['Fall 2024']
REM,325,,1,45 units. Recommended: REM 225 or STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent.,['Spring 2025']
REM,350,,3,45 units.,"['Spring 2025', 'Fall 2024', 'Summer 2024']"
REM,355,,1,45 units or permission of instructor.,['Spring 2024']
REM,357,,1,45 units.,['Summer 2024']
REM,375,,2,45 units.,"['Spring 2025', 'Spring 2024']"
REM,388,,1,45 units.,['Fall 2024']
REM,407,"(REM207),(ARCH286),(INDG)",1,"One of REM 207, ARCH 286, or any INDG course; and 75 units.",['Fall 2024']
REM,412,"(REM100,EVSC100,BISC204,GEOG215,REM211,STAT201,STAT203,STAT205,GEOG251)",2,REM 100 or EVSC 100; BISC 204 or GEOG 215 or REM 211; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent; and 60 units. Recommended: REM 225.,"['Fall 2024', 'Spring 2024']"
REM,423,"(BISC204,GEOG215,REM211,REM225,STAT201,STAT203,STAT205,GEOG251,MATH151,MATH154,MATH157)",1,BISC 204 or GEOG 215 or REM 211; REM 225; STAT 201 or STAT 203 or STAT 205 or GEOG 251 or equivalent; MATH 151 or MATH 154 or MATH 157 or equivalent; and 60 units; or permission of instructor.,['Fall 2024']
REM,427,"(STAT201,STAT203,STAT205,GEOG251)",1,"STAT 201 or 203 or 205 or GEOG 251 or equivalent, and 60 units; or permission of the instructor. Recommended: REM 225.",['Spring 2025']
REM,431,"(REM100,EVSC100,GEOG111,REM221)",1,REM 100 or EVSC 100 or GEOG 111; REM 221; 60 units; or permission from instructor.,['Spring 2024']
REM,445,"(MATH151,MATH154,MATH157,STAT201,STAT203,STAT205,GEOG251)",1,MATH 151 or 154 or 157; STAT 201 or 203 or 205 or GEOG 251 or equivalent; and 60 units. Recommended: REM 225.,['Spring 2025']
REM,446,"(REM100,REM200)",2,REM 100 or 200 and 75 units.,"['Spring 2025', 'Summer 2024']"
REM,463,,2,,"['Summer 2025', 'Summer 2024']"
REM,471,"(REM100,GEOG100,GEOG111,EVSC100,BISC102)",1,"One of REM 100, or GEOG 100 or 111, or EVSC 100 or BISC 102; and 45 units.",['Fall 2024']
REM,491,,4,90 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
REM,495,,2,75 units.,"['Spring 2025', 'Spring 2024']"
REM,499,,2,90 units and permission of the REM Undergraduate Program Chair.,"['Summer 2025', 'Fall 2024']"
SA,101,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,150,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,216,,1,,['Spring 2025']
SA,218,,1,,['Spring 2024']
SA,219,,1,,['Fall 2024']
SA,231,,1,,['Fall 2024']
SA,250,(SA150),5,SA 150.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,255,"(SA101),(SA150)",3,SA 101 or 150.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
SA,257,"(SA101),(SA150)",3,SA 101 or 150.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
SA,260,,1,,['Summer 2024']
SA,275,,1,,['Summer 2025']
SA,301,(SA101),2,SA 101.,"['Fall 2024', 'Spring 2024']"
SA,304,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Fall 2024', 'Spring 2024']"
SA,315,,2,,"['Spring 2025', 'Summer 2024']"
SA,317,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Spring 2025']
SA,318,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Summer 2024']
SA,321,"(SA101),(SA150),(SA201W)",3,SA 101 or 150 or 201W.,"['Summer 2025', 'Fall 2024', 'Summer 2024']"
SA,322,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Summer 2025', 'Fall 2024']"
SA,325,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Fall 2024', 'Spring 2024']"
SA,326,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Fall 2024']
SA,327,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Spring 2025']
SA,335,"(SA101),(SA150),(SA201W)",3,SA 101 or 150 or 201W.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
SA,337,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Summer 2025', 'Summer 2024']"
SA,340,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Spring 2025', 'Spring 2024']"
SA,345,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Fall 2024']
SA,350,(SA250),5,SA 250.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,351,(SA150),1,SA 150.,['Spring 2025']
SA,352,"(SA101),(SA150)",1,SA 101 or 150.,['Spring 2025']
SA,353,(SA150),1,Minimum of 30 units including SA 150.,['Spring 2024']
SA,355,"(SA255,SA257)",4,SA 255 and SA 257.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,359,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Fall 2024']
SA,360,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Summer 2025']
SA,362,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Spring 2025', 'Spring 2024']"
SA,364,"(SA101),(SA150),(SA201W)",1,SA 101 or 150 or 201W.,['Fall 2024']
SA,365,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Fall 2024', 'Summer 2024']"
SA,366,"(SA101),(SA150),(SA201W)",2,SA 101 or 150 or 201W.,"['Summer 2025', 'Fall 2024']"
SA,368,"(SA101),(SA201W),(SA150)",2,"SA 101, 201W, or 150.","['Spring 2025', 'Spring 2024']"
SA,375,"(SA101),(SA150),(SA201W)",1,SA 101 or SA 150 or SA 201W.,['Spring 2025']
SA,418,"(SA101),(SA150),(SA201W)",1,"72 units, which must include SA 101 or 150 or 201W.",['Spring 2024']
SA,442,"(SA101),(SA150)",4,Minimum of 72 units including either SA 101 or SA 150.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Spring 2024']"
SA,443,"(SA101),(SA150)",5,Minimum of 72 units including either SA 101 or SA 150.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,450,(SA350),1,"Minimum of 72 units including SA 350, and consent of the instructor.",['Fall 2024']
SA,474,"(SA101),(SA201W)",2,Minimum 72 units including SA 101 or SA 201W.,"['Spring 2025', 'Spring 2024']"
SA,496,"(SA101),(SA150),(SA201W)",4,Minimum of 72 units including SA 101 or 150 or 201W.,"['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SA,497,"(SA101),(SA150),(SA201W)",3,Minimum of 72 units including SA 101 or 150 or 201W.,"['Spring 2025', 'Fall 2024', 'Summer 2024']"
SA,499,(SA495),4,"SA 495, permission from the SA department, and prior agreement from an SA faculty member who has agreed to supervise the honours essay.","['Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SCI,190,,2,Only Faculty of Science students may take this course.,"['Summer 2025', 'Fall 2024']"
SCI,300,,1,60 units.,['Fall 2024']
SD,281,,3,,"['Spring 2025', 'Summer 2024', 'Spring 2024']"
SD,381,"(PLAN100,PLAN200,REM100,SD281)",3,"One of PLAN 100, PLAN 200, REM 100, or SD 281; and 45 units.","['Summer 2025', 'Fall 2024', 'Summer 2024']"
SD,401,(SD281),3,SD 281 and 60 units.,"['Summer 2025', 'Summer 2024', 'Spring 2024']"
SD,481,"(PLAN100,PLAN200,REM100,SD281)",2,"One of PLAN 100, PLAN 200, REM 100, or SD 281; and 60 units.","['Spring 2025', 'Spring 2024']"
SD,491,,5,60 units and permission of the department.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SD,494,,1,Permission of the department.,['Summer 2025']
SD,499,,1,60 units.,['Summer 2025']
SDA,250,,1,,['Fall 2024']
SDA,270,,2,,"['Spring 2025', 'Spring 2024']"
SDA,490,,2,Admission into the Social Data Analytics Minor and 18 units completed in the minor.,"['Spring 2025', 'Spring 2024']"
SEE,110,,1,,['Fall 2024']
SEE,111,(SEE110),2,SEE 110.,"['Spring 2025', 'Spring 2024']"
SEE,221,"(MSE103,PHYS140,MATH152)",2,"MSE 103 or PHYS 140, and MATH 152.","['Summer 2025', 'Summer 2024']"
SEE,222,"(PHYS140,CHEM121),(PHYS140,CHEM122,CHEM126)",2,"PHYS 140, CHEM 121 or (CHEM 122 and CHEM 126).","['Spring 2025', 'Spring 2024']"
SEE,224,(MATH251),2,MATH 251.,"['Spring 2025', 'Spring 2024']"
SEE,225,"(PHYS140,MATH251,MATH260),(PHYS140,MATH251,MATH310)",2,"PHYS 140, MATH 251, (MATH 260 or MATH 310).","['Spring 2025', 'Spring 2024']"
SEE,230,"(PHYS141,MATH232)",2,"PHYS 141, MATH 232. Corequisite: (MATH 260 or MATH 310).","['Summer 2025', 'Summer 2024']"
SEE,231,(SEE230),2,SEE 230.,"['Spring 2025', 'Spring 2024']"
SEE,241,"(PHYS141,MATH232)",2,"PHYS 141, MATH 232. Corequisite: MATH 251.","['Summer 2025', 'Summer 2024']"
SEE,242,"(MATH152,MATH232)",2,"MATH 152, MATH 232.","['Spring 2025', 'Spring 2024']"
SEE,251,"(SEE230,SEE221,MATH260),(SEE230,SEE221,MATH310)",2,"SEE 230, SEE 221, (MATH 260 or MATH 310).","['Spring 2025', 'Spring 2024']"
SEE,290,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,294,,5,,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,300,,2,A minimum of 65 units OR a minimum of 55 units plus two-term co-op work.,"['Summer 2025', 'Summer 2024']"
SEE,310,"(SEE111,SEE224,SEE242,SEE251)",2,"Completion of one co-op work term; SEE 111, 224, 242, 251.","['Summer 2025', 'Summer 2024']"
SEE,324,"(PHYS141,SEE224,SEE225)",2,"PHYS 141, SEE 224, SEE 225.","['Summer 2025', 'Summer 2024']"
SEE,325,"(SEE100,SEE221,SEE324)",1,"SEE 100, SEE 221, and SEE 324.",['Fall 2024']
SEE,331,"(SEE231,SEE251)",2,SEE 231 and SEE 251.,"['Summer 2025', 'Summer 2024']"
SEE,332,"(SEE251,SEE331)",2,"SEE 251, SEE 331.","['Summer 2025', 'Summer 2024']"
SEE,333,(SEE341),1,SEE 341.,['Fall 2024']
SEE,341,"(SEE242,SEE230)",2,"SEE 242, SEE 230.","['Summer 2025', 'Summer 2024']"
SEE,342,(SEE341),2,SEE 341.,"['Summer 2025', 'Summer 2024']"
SEE,351,"(MATH260,MATH310,SEE224)",2,"(MATH 260 or MATH 310), and SEE 224. Corequisite: SEE 324. MSE students who completed MSE 321 can take this course upon approval of the course instructor.","['Summer 2025', 'Summer 2024']"
SEE,352,"(SEE222,SEE224)",2,"SEE 222, SEE 224.","['Summer 2025', 'Summer 2024']"
SEE,354,"(SEE222,SEE331,SEE324)",2,"SEE 222, SEE 331, SEE 324.","['Summer 2025', 'Summer 2024']"
SEE,390,"(SEE290),(SEE294)",5,SEE 290 or SEE 294.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,394,"(SEE290),(SEE294)",5,SEE 290 or SEE 294.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,402,(SEE110),1,SEE 110; Minimum of 100 units OR 80 units plus two-term co-op work.,['Fall 2024']
SEE,411,(SEE410W),2,"SEE 410W. Must be taken in the term immediately following 410W. In order to obtain credit, students must successfully complete both SEE 410W and SEE 411.","['Spring 2025', 'Spring 2024']"
SEE,460,"(SEE100,SEE221,SEE222)",1,"SEE 100, SEE 221, SEE 222.",['Spring 2024']
SEE,463,"(CMPT130,SEE231)",2,"CMPT 130, SEE 231.","['Spring 2025', 'Spring 2024']"
SEE,464,"(SEE310,SEE324)",1,SEE 310 and SEE 324. MSE students who completed MSE 321 can take this course upon approval of the course instructor.,['Fall 2024']
SEE,475,,3,Permission of the undergraduate curriculum chair.,"['Summer 2025', 'Spring 2025', 'Summer 2024']"
SEE,476,,3,Permission of the undergraduate curriculum chair.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
SEE,477,,1,Permission of the undergraduate curriculum chair.,['Fall 2024']
SEE,486,,5,A minimum of 100 units and permission of the chair of the undergraduate curriculum committee. The specific prerequisite courses will be identified by the course supervisor.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,490,"(SEE390),(SEE394)",5,SEE 390 or SEE 394.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,494,"(SEE390),(SEE394)",5,SEE 390 or SEE 394.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SEE,498,,3,"At least 115 units with a minimum 3.0 CGPA and approval of the department, or permission of the academic supervisor.","['Summer 2025', 'Spring 2025', 'Fall 2024']"
SEE,499,(SEE498),3,SEE 498.,"['Summer 2025', 'Spring 2025', 'Fall 2024']"
SPAN,110,"(SPAN100),(SPAN102)",5,"SPAN 100 (or SPAN 102), grade 12 Spanish, or equivalent.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
SPAN,200,"(SPAN110),(SPAN103)",2,SPAN 110 (or SPAN 103) or equivalent.,"['Spring 2025', 'Fall 2024']"
SPAN,210,"(SPAN200),(SPAN201)",3,SPAN 200 (or SPAN 201) or equivalent.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
SPAN,301,(SPAN202),2,SPAN 202.,"['Fall 2024', 'Summer 2024']"
STAT,180,(STAT270),1,"Enrollment in the Statistics or Actuarial Science major or honours program, or STAT 270 with a minimum grade of C-.",['Fall 2024']
STAT,201,,5,Recommended: 30 units.,"['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
STAT,203,"(SA255),(CRIM220),(POL200W)",5,"Recommended: 30 units including a research methods course such as SA 255, CRIM 220, POL 200W, or equivalent.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
STAT,240,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,CMPT102,CMPT120,CMPT125,CMPT128,CMPT129,CMPT130)",2,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, or ECON 233, and one of CMPT 102, CMPT 120, CMPT 125, CMPT 128, CMPT 129, CMPT 130, all with a minimum grade of C- or permission of the instructor. STAT 260 is also recommended.","['Spring 2025', 'Spring 2024']"
STAT,260,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,POL201)",3,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, ECON 233, or POL 201, with a grade of at least C- or permission of the instructor.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
STAT,261,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,POL201)",1,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, ECON 233, or POL 201, with a grade of at least C- or permission of the instructor. Corequisite: STAT 260.",['Spring 2024']
STAT,270,"(MATH152,MATH155,MATH158)",5,"or Corequisite: MATH 152 or 155 or 158, with a minimum grade of C-. Students wishing an intuitive appreciation of a broad range of statistical strategies may wish to take STAT 100 first.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
STAT,271,(CMPT210),3,CMPT 210 with a minimum grade of C-.,"['Spring 2025', 'Fall 2024', 'Spring 2024']"
STAT,285,"(STAT270,MATH152,MATH155,MATH158)",3,"STAT 270 and one of MATH 152, MATH 155, or MATH 158, all with a minimum grade of C-.","['Spring 2025', 'Fall 2024', 'Spring 2024']"
STAT,302,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233)",5,"One of STAT 201, STAT 203, STAT 205, STAT 270, BUS 232, or ECON 233, with a minimum grade of C-.","['Summer 2025', 'Spring 2025', 'Fall 2024', 'Summer 2024', 'Spring 2024']"
