Department,Course Number,Prerequisites,Offerings,Parsed Prerequisites,Number of Offerings,Simple Prerequisites
PHYS,120,"BC Principles of Physics 12 or PHYS 100 or equivalent, with a minimum grade of C-. This prerequisite may be waived, at the discretion of the department, as determined by the student's performance on a regularly scheduled PHYS 100 final exam. Please consult the physics advisor for further details. Corequisite: MATH 150 or 151 or 154. Recommended Corequisite: PHYS 132.","Spring 2025, Fall 2024, Spring 2024",(PHYS100),3,PHYS100
PHYS,121,"PHYS 120 or 125 or 140, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or 155. Recommended Corequisite: PHYS 133.","Summer 2025, Spring 2025, Summer 2024, Spring 2024","(PHYS120),(PHYS125),(PHYS140),(PHYS101)",4,"PHYS101, PHYS120, PHYS125, PHYS140"
PHYS,125,Permission of the department. Corequisite: MATH 151. Recommended Corequisite: PHYS 132.,Fall 2024,N/A,1,N/A
PHYS,126,PHYS 125 with a minimum grade of C- or permission of the department. Corequisite: MATH 152. Recommended Corequisite: PHYS 133.,"Spring 2025, Spring 2024",(PHYS125),2,PHYS125
PHYS,132,N/A,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
PHYS,133,"PHYS 132 or 140 or ENSC 120 (no substitutions), with a minimum grade of C-. Corequisite: PHYS 102 or 121 or 126.","Summer 2025, Spring 2025, Summer 2024, Spring 2024","(PHYS132),(PHYS140),(ENSC120)",4,"ENSC120, PHYS132, PHYS140"
PHYS,140,"BC Principles of Physics 12, or PHYS 100 or equivalent, with a minimum grade of C-. Corequisite: MATH 150 or 151 or 154.",Fall 2024,(PHYS100),1,PHYS100
PHYS,141,"PHYS 120 or PHYS 125 or PHYS 140 or MSE 103, with a minimum grade of C-, or PHYS 101 with a minimum grade of B. Corequisite: MATH 152 or MATH 155.","Spring 2025, Spring 2024","(PHYS120),(PHYS125),(PHYS140),(MSE103),(PHYS101)",2,"MSE103, PHYS101, PHYS120, PHYS125, PHYS140"
PHYS,190,N/A,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
PHYS,201,"PHYS 121 or PHYS 126 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B.","Spring 2025, Fall 2024, Spring 2024","(PHYS121),(PHYS126),(PHYS141),(PHYS102)",3,"PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,211,MATH 251; MATH 232 or MATH 240; PHYS 255 or ENSC 380. All prerequisite courses require a minimum grade of C-. Recommended Corequisite: MATH 260 or MATH 310.,"Spring 2025, Spring 2024","(MATH251,MATH232,PHYS255),(MATH251,MATH232,ENSC380),(MATH251,MATH240,PHYS255),(MATH251,MATH240,ENSC380)",2,"ENSC380, MATH232, MATH240, MATH251, PHYS255"
PHYS,233,"PHYS 133 or PHYS 141 or ENSC 120, with a minimum grade of C-. Recommended Prerequisite: CMPT 120.",Fall 2024,"(PHYS133),(PHYS141),(ENSC120)",1,"ENSC120, PHYS133, PHYS141"
PHYS,234,"PHYS 233 and PHYS 255, both with a minimum grade of C-.","Spring 2025, Spring 2024","(PHYS233,PHYS255)",2,"PHYS233, PHYS255"
PHYS,255,"PHYS 126 or PHYS 121 or PHYS 141, with a minimum grade of C-, or PHYS 102 with a minimum grade of B. Corequisite: MATH 251; MATH 232 or MATH 240. Recommended Corequisite: MATH 260 or MATH 310.",Fall 2024,"(PHYS126),(PHYS121),(PHYS141),(PHYS102)",1,"PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,285,"Either MATH 232 or MATH 240, with a minimum grade of C-.","Spring 2025, Spring 2024","(MATH232),(MATH240)",2,"MATH232, MATH240"
PHYS,313,PHYS 121 or 126 or 141 (or PHYS 102 with a minimum grade of B); MATH 232 or 240; both with a minimum grade of C-.,"Spring 2025, Spring 2024","(PHYS121,MATH232),(PHYS121,MATH240),(PHYS126,MATH232),(PHYS126,MATH240),(PHYS141,MATH232),(PHYS141,MATH240),(PHYS102,MATH232),(PHYS102,MATH240)",2,"MATH232, MATH240, PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,321,"PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 252 or MATH 254; MATH 260 or MATH 310. All prerequisite courses require a minimum grade of C-, unless specified.","Spring 2025, Spring 2024","(PHYS121,MATH252,MATH260),(PHYS121,MATH252,MATH310),(PHYS121,MATH254,MATH260),(PHYS121,MATH254,MATH310),(PHYS126,MATH252,MATH260),(PHYS126,MATH252,MATH310),(PHYS126,MATH254,MATH260),(PHYS126,MATH254,MATH310),(PHYS141,MATH252,MATH260),(PHYS141,MATH252,MATH310),(PHYS141,MATH254,MATH260),(PHYS141,MATH254,MATH310),(PHYS102,MATH252,MATH260),(PHYS102,MATH252,MATH310),(PHYS102,MATH254,MATH260),(PHYS102,MATH254,MATH310)",2,"MATH252, MATH254, MATH260, MATH310, PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,326,PHYS 234 with a minimum grade of C-.,Fall 2024,(PHYS234),1,PHYS234
PHYS,335,"Completion of 30 units, with a minimum GPA of 2.75 in the physics program. Students should apply to the department at least one term in advance.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,336,PHYS 335 followed by 12 units. A minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,344,PHYS 121 or PHYS 126 or PHYS 141 (or PHYS 102 with a minimum grade of B); MATH 251; both with a minimum grade of C-.,Fall 2024,"(PHYS121,MATH251),(PHYS126,MATH251),(PHYS141,MATH251),(PHYS102,MATH251)",1,"MATH251, PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,346,CHEM 120 or 121; PHYS 102 or 121 or 126 or 141; MATH 152 or 155; all with a minimum grade of C-.,Spring 2024,"(CHEM120,PHYS102,MATH152),(CHEM120,PHYS102,MATH155),(CHEM120,PHYS121,MATH152),(CHEM120,PHYS121,MATH155),(CHEM120,PHYS126,MATH152),(CHEM120,PHYS126,MATH155),(CHEM120,PHYS141,MATH152),(CHEM120,PHYS141,MATH155),(CHEM121,PHYS102,MATH152),(CHEM121,PHYS102,MATH155),(CHEM121,PHYS121,MATH152),(CHEM121,PHYS121,MATH155),(CHEM121,PHYS126,MATH152),(CHEM121,PHYS126,MATH155),(CHEM121,PHYS141,MATH152),(CHEM121,PHYS141,MATH155)",1,"CHEM120, CHEM121, MATH152, MATH155, PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,347,Completion of 45 units including CHEM 122; MATH 152 or MATH 155; PHYS 102 or PHYS 121 or PHYS 126 or PHYS 141; all with a minimum grade of C-. Recommended: BISC 101.,"Spring 2025, Spring 2024","(CHEM122,MATH152,PHYS102),(CHEM122,MATH152,PHYS121),(CHEM122,MATH152,PHYS126),(CHEM122,MATH152,PHYS141),(CHEM122,MATH155,PHYS102),(CHEM122,MATH155,PHYS121),(CHEM122,MATH155,PHYS126),(CHEM122,MATH155,PHYS141)",2,"CHEM122, MATH152, MATH155, PHYS102, PHYS121, PHYS126, PHYS141"
PHYS,365,N/A,Fall 2024,N/A,1,N/A
PHYS,384,MATH 252 or 254; MATH 260 or MATH 310; PHYS 211; PHYS 255 or ENSC 320. All prerequisite courses require a minimum grade of C-.,Fall 2024,"(MATH252,PHYS211,PHYS255,MATH260),(MATH252,PHYS211,PHYS255,MATH310),(MATH252,PHYS211,ENSC320,MATH260),(MATH252,PHYS211,ENSC320,MATH310),(MATH254,PHYS211,PHYS255,MATH260),(MATH254,PHYS211,PHYS255,MATH310),(MATH254,PHYS211,ENSC320,MATH260),(MATH254,PHYS211,ENSC320,MATH310)",1,"ENSC320, MATH252, MATH254, MATH260, MATH310, PHYS211, PHYS255"
PHYS,385,MATH 252 or MATH 254; MATH 260; PHYS 255; PHYS 285 or ENSC 380 or CHEM 260. All prerequisite courses require a minimum grade of C-. Recommended Prerequisite: PHYS 211.,Fall 2024,"(MATH252,PHYS255,PHYS285,MATH260),(MATH252,PHYS255,ENSC380,MATH260),(MATH252,PHYS255,CHEM260,MATH260),(MATH254,PHYS255,PHYS285,MATH260),(MATH254,PHYS255,ENSC380,MATH260),(MATH254,PHYS255,CHEM260,MATH260)",1,"CHEM260, ENSC380, MATH252, MATH254, MATH260, PHYS255, PHYS285"
PHYS,390,PHYS 211; CHEM 120 or CHEM 121; both with a minimum grade of C-.,Spring 2024,"(PHYS211,CHEM120),(PHYS211,CHEM121)",1,"CHEM120, CHEM121, PHYS211"
PHYS,391,"PHYS 233 or equivalent, with a minimum grade of C-. Recommended Prerequisite: CMPT 120 or equivalent.",Spring 2025,(PHYS233),1,PHYS233
PHYS,395,MATH 260 or MATH 310; PHYS 255; CMPT 120 or equivalent. All prerequisite courses require a minimum grade of C-.,"Spring 2025, Spring 2024","(MATH260,PHYS255),(MATH310,PHYS255)",2,"MATH260, MATH310, PHYS255"
PHYS,413,PHYS 384 or permission of the department. Non-physics majors may enter with MATH 252; MATH 260 or MATH 310; PHYS 211. All prerequisite courses require a minimum grade of C-.,Fall 2024,"(PHYS384),(MATH252,PHYS211,MATH260),(MATH252,PHYS211,MATH310)",1,"MATH252, MATH260, MATH310, PHYS211, PHYS384"
PHYS,415,PHYS 385; either PHYS 384 or MATH 314. All prerequisite courses require a minimum grade of C-.,"Spring 2025, Spring 2024","(PHYS385,PHYS384),(PHYS385,MATH314)",2,"MATH314, PHYS384, PHYS385"
PHYS,416,"PHYS 385; PHYS 384 or both MATH 314 and MATH 419, or equivalent. All prerequisite courses require a minimum grade of C-.",Spring 2025,"(PHYS385,PHYS384),(PHYS385,MATH314,MATH419)",1,"MATH314, MATH419, PHYS384, PHYS385"
PHYS,421,PHYS 321 (no substitution); PHYS 255 or ENSC 380; both with a minimum grade of C-.,Fall 2024,"(PHYS321,PHYS255),(PHYS321,ENSC380)",1,"ENSC380, PHYS255, PHYS321"
PHYS,432,All students interested in taking this course must consult with their faculty supervisor regarding prerequisites.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,435,PHYS 336 and 60 units with a minimum cumulative GPA of 2.75.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,436,PHYS 435 followed by 12 units. A minimum cumulative GPA of 2.75.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,437,PHYS 436 and a minimum cumulative GPA of 2.75. Students should apply to the department at least one term in advance.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PHYS,445,"PHYS 344 or CHEM 360, with a minimum grade of C-. Recommended: PHYS 385.","Spring 2025, Spring 2024","(PHYS344),(CHEM360)",2,"CHEM360, PHYS344"
PHYS,455,PHYS 321 with a minimum grade of C-. Corequisite: PHYS 385.,Spring 2024,(PHYS321),1,PHYS321
PHYS,465,"PHYS 385 or CHEM 364, with a minimum grade of C-.",Fall 2024,"(PHYS385),(CHEM364)",1,"CHEM364, PHYS385"
PHYS,485,PHYS 385 or CHEM 364; PHYS 313 or permission from instructor for non-physics students; all with a minimum grade of C-.,"Spring 2025, Spring 2024","(PHYS385,PHYS313),(CHEM364,PHYS313)",2,"CHEM364, PHYS313, PHYS385"
PHYS,490,"PHYS 313 and PHYS 384, both with a minimum grade of C-.",Fall 2024,"(PHYS313,PHYS384)",1,"PHYS313, PHYS384"
PLAN,300,PLAN 100 or PLAN 200.,Spring 2025,"(PLAN100),(PLAN200)",1,"PLAN100, PLAN200"
PLAN,302,"PLAN 100 or PLAN 200; one of PLAN 300 or PLAN 319, or REM 319; and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.","Spring 2025, Fall 2024, Spring 2024","(PLAN100,PLAN200,PLAN300),(PLAN100,PLAN200,PLAN319),(PLAN100,PLAN200,REM319)",3,"PLAN100, PLAN200, PLAN300, PLAN319, REM319"
PLAN,319,45 units.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024",N/A,4,N/A
PLAN,400,PLAN 100 or PLAN 200; and 60 units.,"Spring 2025, Spring 2024","(PLAN100,PLAN200)",2,"PLAN100, PLAN200"
PLAN,402,PLAN 302 and permission of department. Student must be enrolled in the bachelor of environment in resource and environmental management planning stream.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(PLAN302),4,PLAN302
PLAN,404,PLAN 100 or PLAN 200; REM 207 or any INDG course; and 75 units. Recommended: REM 319 or PLAN 319.,Fall 2024,"(PLAN100,PLAN200,REM207),(PLAN100,PLAN200,INDG)",1,"INDG, PLAN100, PLAN200, REM207"
PLAN,406,PLAN 100 or PLAN 200; and 60 units.,Summer 2024,"(PLAN100,PLAN200)",1,"PLAN100, PLAN200"
PLAN,408,PLAN 100 or PLAN 200; and 60 units.,"Summer 2025, Spring 2024","(PLAN100,PLAN200)",2,"PLAN100, PLAN200"
PLAN,443,PLAN 100 or PLAN 200; and 60 units.,"Summer 2025, Fall 2024, Spring 2024","(PLAN100,PLAN200)",3,"PLAN100, PLAN200"
PLAN,495,"PLAN 300, PLAN 302 or ENV 302, and 75 units; or with instructor permission. Students must be enrolled in the bachelor of environment in resource and environmental (planning) program.","Fall 2024, Spring 2024","(PLAN300,PLAN302,ENV302)",2,"ENV302, PLAN300, PLAN302"
PLCY,200,N/A,"Spring 2025, Fall 2024",N/A,2,N/A
PLCY,300,45 units.,"Spring 2025, Spring 2024",N/A,2,N/A
PLCY,400,PLCY 300 and 60 units.,Fall 2024,(PLCY300),1,PLCY300
PLCY,401,PLCY 200 and PLCY 300.,Spring 2025,"(PLCY200,PLCY300)",1,"PLCY200, PLCY300"
POL,121,N/A,"Summer 2024, Spring 2024",N/A,2,N/A
POL,131,N/A,Spring 2024,N/A,1,N/A
POL,132,N/A,"Spring 2025, Summer 2024, Spring 2024",N/A,3,N/A
POL,141,N/A,"Fall 2024, Spring 2024",N/A,2,N/A
POL,151,N/A,"Spring 2025, Fall 2024, Summer 2024",N/A,3,N/A
POL,201,N/A,"Summer 2025, Spring 2025, Fall 2024, Spring 2024",N/A,4,N/A
POL,210,POL 100 or permission of department.,"Spring 2025, Fall 2024, Spring 2024",(POL100),3,POL100
POL,221,POL 100 or 151 or permission of department.,"Fall 2024, Spring 2024","(POL100),(POL151)",2,"POL100, POL151"
POL,222,POL 100 or 151 or permission of department.,"Spring 2025, Summer 2024, Spring 2024","(POL100),(POL151)",3,"POL100, POL151"
POL,244,N/A,"Spring 2025, Spring 2024",N/A,2,N/A
POL,253,N/A,"Spring 2025, Summer 2024, Spring 2024",N/A,3,N/A
POL,315,POL 201 or permission of instructor.,Spring 2024,(POL201),1,POL201
POL,316,POL 210 or permission of the department.,Fall 2024,"(POL210),(POL312),(POL313)",1,"POL210, POL312, POL313"
POL,318,Six lower division units in Political Science or permission of the department.,Fall 2024,N/A,1,N/A
POL,321,Six lower division units in political science or permission of the department.,Spring 2024,N/A,1,N/A
POL,324,Six lower division units in political science or permission of the department.,Summer 2024,N/A,1,N/A
POL,325,Six lower division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,332,Six lower division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,339,Six lower division units in political science or permission of the department.,Fall 2024,N/A,1,N/A
POL,340,Six lower division units in Political Science or permission of the department.,Fall 2024,N/A,1,N/A
POL,342,Six lower division units in political science or permission of the department.,Summer 2024,N/A,1,N/A
POL,344,Six lower division units in political science or permission of the department.,"Spring 2025, Spring 2024",N/A,2,N/A
POL,346,Six lower division units in political science or permission of the department.,"Summer 2025, Spring 2024",N/A,2,N/A
POL,347,Six lower division units in political science or permission of the department.,Fall 2024,N/A,1,N/A
POL,348,POL 141 and three lower division units in political science or permission of the department.,"Spring 2025, Spring 2024",(POL141),2,POL141
POL,349,Six lower division units in Political Science or permission of the department.,"Spring 2025, Summer 2024, Spring 2024",N/A,3,N/A
POL,350,30 units.,"Summer 2025, Spring 2025, Spring 2024",N/A,3,N/A
POL,374,Six lower division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,381,Six lower division units in political science or permission of the department.,Fall 2024,N/A,1,N/A
POL,390,"One of POL 201, ECON 233, STAT 203 or equivalent.","Spring 2025, Spring 2024","(POL201),(ECON233),(STAT203)",2,"ECON233, POL201, STAT203"
POL,411,POL 210 or 312 or 313; or permission of the department.,Fall 2024,"(POL210),(POL312),(POL313)",1,"POL210, POL312, POL313"
POL,417,Eight upper division units in political science or permission of the department.,Spring 2024,N/A,1,N/A
POL,428,Eight upper division units in political science or permission of the department.,"Spring 2025, Fall 2024, Spring 2024",N/A,3,N/A
POL,429,Eight upper division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,438,Eight upper division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,447,Eight upper division units in political science or permission of the department.,Summer 2025,N/A,1,N/A
POL,448,Eight upper division units in political science or permission of the department.,"Summer 2025, Summer 2024",N/A,2,N/A
POL,455,Eight upper division units in political science or permission of the department.,"Spring 2025, Spring 2024",N/A,2,N/A
POL,458,Eight upper division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,459,Eight upper division units in political science or permission of the department.,Spring 2024,N/A,1,N/A
POL,460,Eight upper division units in political science or permission of the department.,Summer 2025,N/A,1,N/A
POL,463,Eight upper division units in political science or permission of the department.,Fall 2024,N/A,1,N/A
POL,472,Eight upper division units in political science or permission of the department.,Spring 2025,N/A,1,N/A
POL,484,Completed minimum 30 units of University courses and GPA of 2.50.,"Summer 2025, Summer 2024",N/A,2,N/A
POL,490,Permission of the department.,Fall 2024,N/A,1,N/A
POL,496,90 units. By application to the undergraduate chair.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
POL,498,Permission of the department. Students may count only one readings course as credit towards their upper division political science requirements.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
POL,499,Permission of the department (see regulations listed in the Department of Political Science section).,"Spring 2025, Spring 2024",N/A,2,N/A
PSYC,102,Recommended: PSYC 100.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(PSYC100),5,PSYC100
PSYC,210,"BC high school Math 12 with a minimum grade of C (2.0) or BC high school Math 11 with a minimum grade of B- (2.67) or any level MATH or STAT course with a C- (1.67) or FAN X99 taken at SFU with a minimum grade of C (2.00) or achieving a satisfactory grade on the Simon Fraser University Quantitative Placement Test. Corequisite: PSYC 201W, but prior completion recommended.","Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",N/A,5,N/A
PSYC,221,PSYC 100.,"Spring 2025, Fall 2024, Spring 2024",(PSYC100),3,PSYC100
PSYC,241,PSYC 102.,"Summer 2025, Fall 2024, Spring 2024",(PSYC102),3,PSYC102
PSYC,250,PSYC 102.,"Spring 2025, Fall 2024, Spring 2024",(PSYC102),3,PSYC102
PSYC,260,PSYC 102.,"Spring 2025, Fall 2024, Spring 2024",(PSYC102),3,PSYC102
PSYC,268,PSYC 102.,"Spring 2025, Fall 2024, Spring 2024",(PSYC102),3,PSYC102
PSYC,280,PSYC 100. Recommended: BISC 101.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(PSYC100),5,PSYC100
PSYC,301,PSYC 201 and 210 and a minimum CGPA of 2.67.,"Spring 2025, Fall 2024, Spring 2024","(PSYC201,PSYC210)",3,"PSYC201, PSYC210"
PSYC,303,PSYC 201 and 221 (or 335).,"Spring 2025, Fall 2024, Spring 2024","(PSYC201,PSYC221,PSYC335)",3,"PSYC201, PSYC221, PSYC335"
PSYC,308,PSYC 201.,"Spring 2025, Fall 2024, Summer 2024, Spring 2024",(PSYC201),4,PSYC201
PSYC,325,PSYC 201W and PSYC 280.,"Spring 2025, Summer 2024, Spring 2024","(PSYC201W,PSYC280)",3,"PSYC201W, PSYC280"
PSYC,330,PSYC 201 and 221.,"Spring 2025, Fall 2024, Spring 2024","(PSYC201,PSYC221)",3,"PSYC201, PSYC221"
PSYC,352,PSYC 201 and PSYC 250.,"Spring 2025, Fall 2024, Spring 2024","(PSYC201,PSYC250)",3,"PSYC201, PSYC250"
PSYC,354,PSYC 201 and 250.,Spring 2024,"(PSYC201,PSYC250)",1,"PSYC201, PSYC250"
PSYC,355,PSYC 201 and 250.,Summer 2024,"(PSYC201,PSYC250)",1,"PSYC201, PSYC250"
PSYC,356,"PSYC 201, 241 and 250.",Spring 2024,"(PSYC201,PSYC241,PSYC250)",1,"PSYC201, PSYC241, PSYC250"
PSYC,357,PSYC 201 and 250 or acceptance into the diploma program in gerontology.,Spring 2024,"(PSYC201,PSYC250)",1,"PSYC201, PSYC250"
PSYC,358,PSYC 201 and 250.,"Spring 2025, Fall 2024","(PSYC201,PSYC250)",2,"PSYC201, PSYC250"
PSYC,359,PSYC 201 and PSYC 250 (or PSYC 241).,Summer 2025,"(PSYC201,PSYC250),(PSYC201,PSYC241)",1,"PSYC201, PSYC241, PSYC250"
PSYC,361,"PSYC 201, 260.","Spring 2025, Fall 2024","(PSYC201,PSYC260)",2,"PSYC201, PSYC260"
PSYC,362,PSYC 201 and 260.,"Summer 2025, Fall 2024, Summer 2024, Spring 2024","(PSYC201,PSYC260)",4,"PSYC201, PSYC260"
PSYC,363,PSYC 201 and 260.,"Summer 2025, Spring 2025, Spring 2024","(PSYC201,PSYC260)",3,"PSYC201, PSYC260"
PSYC,364,"PSYC 201, 260.","Spring 2025, Spring 2024","(PSYC201,PSYC260)",2,"PSYC201, PSYC260"
PSYC,365,PSYC 201.,"Spring 2025, Fall 2024, Spring 2024",(PSYC201),3,PSYC201
PSYC,366,PSYC 201 and PSYC 260.,"Summer 2025, Spring 2025, Summer 2024, Spring 2024","(PSYC201,PSYC260)",4,"PSYC201, PSYC260"
PSYC,367,"PSYC 201, PSYC 260, PSYC 362.",Summer 2025,"(PSYC201,PSYC260,PSYC362)",1,"PSYC201, PSYC260, PSYC362"
PSYC,370,PSYC 201.,"Spring 2025, Fall 2024",(PSYC201),2,PSYC201
PSYC,371,PSYC 201 and 241.,Spring 2025,"(PSYC201,PSYC241)",1,"PSYC201, PSYC241"
PSYC,376,PSYC 201W and PSYC 268. Recommended: PSYC 210.,"Spring 2025, Fall 2024, Spring 2024","(PSYC201W,PSYC268)",3,"PSYC201W, PSYC268"
PSYC,379,PSYC 201 and 268. PSYC 241 is recommended.,Spring 2024,"(PSYC201,PSYC268)",1,"PSYC201, PSYC268"
PSYC,381,PSYC 201 and 280.,Spring 2024,"(PSYC201,PSYC280)",1,"PSYC201, PSYC280"
PSYC,382,"PSYC 201, 221, and 280.","Spring 2025, Summer 2024","(PSYC201,PSYC221,PSYC280)",2,"PSYC201, PSYC221, PSYC280"
PSYC,383,PSYC 201 and 280.,"Summer 2025, Fall 2024, Spring 2024","(PSYC201,PSYC280)",3,"PSYC201, PSYC280"
PSYC,385,PSYC 201W.,Spring 2024,N/A,1,N/A
PSYC,386,PSYC 201 and 280.,"Fall 2024, Spring 2024","(PSYC201,PSYC280)",2,"PSYC201, PSYC280"
PSYC,388,PSYC 201 and 280.,"Summer 2025, Fall 2024, Summer 2024","(PSYC201,PSYC280)",3,"PSYC201, PSYC280"
PSYC,391,PSYC 201. Other prerequisites vary by topic offering.,"Summer 2025, Spring 2025, Fall 2024, Summer 2024, Spring 2024",(PSYC201),5,PSYC201
